idx,timestamp,sentence
8d2005ec35280deb6a438dc87b225f89,06:05,"And yet, somehow, I seem to be the only one having a problem with this fence in Brussels. Most of the parents, teachers and children stopped seeing or at least questioning the structure. It's just how it is. Nobody has ever seen it differently. And people are in favor of it. I once asked a boy if he would like to play with the other side, and he said, ""No."" Then I asked if he would play with them if the fence wasn't there, and he said, ""Probably."" But then he quickly added that the fence should stay, because the other side is mean and they never give back his ball. It's funny, because I talked to children from both sides, and everyone told me that the other side is mean because they never give back the ball. The children on both sides dislike each other, and there are regularly arguments breaking out at this fence, which is also the main reason why people feel the need for it to be there: it protects the children from each other, or at least their toys, and it prevents chaos. At some point, the children started to crawl beneath the fence to get their ball back, and the reaction of the schools was to put these metal plates there. Now they climb over. "
8d2005ec35280deb6a438dc87b225f89,07:16,"I don't know what came first in Brussels: a mental wall that grew too strong that it made them build a physical fence, or this fence that now emphasizes the social differences, even on the schoolyard. But what I did know when I started to work there was that I wanted to change something about the situation. I wanted to show both sides again how much they have in common. For children, this isn't very hard, because even though one schoolyard speaks Dutch and the other schoolyard, a mix of French, Turkish and Arabic, they all speak the universal language of play. And it turned out the desire to play is a lot stronger than all the supposed differences between them. I installed different games at the fence, which turned it into an interface, a common ground, instead of a barrier. And all of a sudden, children were drawing together, exchanging pencils and talking on the phone. Especially the phones were a great success, because they were so amazed by the fact that they can hear the other side through this device that they couldn't stop speaking. "
8d2005ec35280deb6a438dc87b225f89,08:20,"In the case of an elementary school, parents play a very big role in shaping the everyday life and the environment of their children. So I knew that if I wanted to make a difference, I had to somehow show them, too, how much they have in common with the other side. But for parents, this was a lot more difficult, because most of them speak different languages, work different jobs with different incomes, live in different social circles, believe in different religions, experience different cultures and share different values. And then there was me, a student, different in all of these aspects again. So how could I show them how much they have in common? "
8d2005ec35280deb6a438dc87b225f89,08:57,"I chose not to convince them myself but by letting their own children do the talking. I designed a picture exhibition on the schoolyard showing them their children playing together through the fence. At the end of this exhibition, I asked people to write down their thoughts, ideas and wishes on these big wooden boxes, and I labeled the boxes with, ""What do you think?"" A lot of people wrote ""Yes"" on it. Yes, what? I never mentioned my opinion or an action that should follow, so which question were they answering with yes? When I asked, they said yes, the fence should go. Yes, we want to play with the other side. The pictures implied enough to answer a question that was never proposed. People were seeing the absurdity of the situation again and felt how unnecessary this fence is without me forcing an opinion on them. The exhibition showed the two sides their similarities for once. That day, there was no us and them, there was no others. The mental wall started to crumble. "
8d2005ec35280deb6a438dc87b225f89,10:04,"I chose the word ""crumbling,"" because breaking a mental wall is a long journey, and breaking a mental wall can be a lot more difficult than simply tearing down the physical one. We have to challenge our opinion and beliefs and maybe even admit our own wrongs. So what happened in Brussels was a big step, a step that has been taking generations in Germany. "
8d2005ec35280deb6a438dc87b225f89,10:30,"There are many examples from all over the world telling the same story I experienced in Brussels and Germany, enough examples from which we could have learned. But still, we seek walls as solutions for problems that they cannot solve, because walls don't fight the root of our problem. If anything, they reduce the symptoms. "
8d2005ec35280deb6a438dc87b225f89,10:53,"So the next time you are planning to build a wall or you are planning to support someone who wants to build a wall, I want you to remember the impact you are really having. Because, this simple structure will hardly create more security. Instead, it will affect the people living with it every day, people who, despite the geographic border, often share a lot of culture and values. For them, you are not building one wall but two, two walls which will take decades and generations to overcome again. "
8d2005ec35280deb6a438dc87b225f89,11:32,Thank you. 
b3072cd11f40eb57fd259555264476c6,00:04,"Chris Anderson: Well, hello, Helen. Very nice to see you. "
b3072cd11f40eb57fd259555264476c6,00:06,CA: You staying well? Helen Walters: How's it going? 
b3072cd11f40eb57fd259555264476c6,00:09,"CA: These are mad, mad, mad, mad, mad days. So many emotions. Not all bad, happily, but I'm just so aware that, among the people listening to this, some are in really tough times right now. I hope this is going to be a beautiful hour of therapy and help in its own way, because we have with us just an extraordinary author, an extraordinary mind, Elizabeth Gilbert, obviously known for her astonishing best-selling success with ""Eat, Pray, Love,"" although her favorite book from my point of view is called ""Big Magic,"" where the subtitle is, ""Creative Living Beyond Fear."" ""Creative Living Beyond Fear."" Now when you think about it, that is a pretty good agenda for today's conversation, I think. Liz describes the emotional landscape of our lives, I think like no one else I've read, and I'm not even her target audience. She's really extraordinary in doing that. She gave an amazing TED Talk 11 years ago now, ""In pursuit of your creative genius."" It really reframed how to think of creativity. It's been seen, like, 19 million times or something, and it's really changed how a lot of people -- they're just open to the creative genius coming from the outside. So it's a delight to welcome to the TED Connects stage Elizabeth Gilbert. "
b3072cd11f40eb57fd259555264476c6,01:46,"Elizabeth Gilbert: Hey, Chris. "
b3072cd11f40eb57fd259555264476c6,01:48,CA: Great to see you. How are you? Where are you? Who are you living with or staying with? What's up? 
b3072cd11f40eb57fd259555264476c6,01:56,"EG: I'm fine. I don't want to brag, but I'm in New Jersey, where anybody would want to be. I'm by myself. I've got a little house out in the country, and I think I'm on day 17 of no human contact other than virtually, and I'm well. I'm not anybody you need to be worrying about right now. So I'm good. "
b3072cd11f40eb57fd259555264476c6,02:21,"CA: Wow. Well, so in a way, you're having a related experience to what so many people are having. I mean, these are days of isolation for many people, and that brings with it lots of difficult emotions, in a way. And we're going to go through many of them, I hope, in the next hour. So I'm hoping to talk with you about -- I wrote down a list here: about anxiety, loneliness, curiosity, creativity, procrastination, grief, connection and hope. How about that? That's our agenda. Are you up for that? "
b3072cd11f40eb57fd259555264476c6,02:54,EG: I think that's the whole buffet. 
b3072cd11f40eb57fd259555264476c6,02:57,Just a little light tasting menu of all the mass of human emotions. Let's do it. Absolutely. 
b3072cd11f40eb57fd259555264476c6,03:03,"CA: I think it's probably good to dive straight in with the anxiety that I know a lot of people are feeling right now. So many reasons to be anxious, both for yourself, your loved ones, and just for this time and for the world and how we all get through this. Have you been feeling anxiety, Liz? And how do you think of it? What can you say to us? "
b3072cd11f40eb57fd259555264476c6,03:28,"EG: I have been, and I think you would have to be either a sociopath or totally enlightened not to be feeling anxiety at a moment like this. So I would say that the first thing that I would want to encourage everybody to do is to give themselves a measure of mercy and compassion for the difficult emotions that you're feeling right now. They're extremely understandable. I think sometimes our emotions about our emotions become a bigger problem, so if you're feeling frightened and anxious, and then you're layering shame on top of that because you feel like you should be handling it better, or you should be doing your isolation better, or you should be creating more while you're alone, or you should be serving the world in some better way, now you've just multiplied the suffering, right? So I think that the antidote for that, first of all, is just a really warm, loving dose of compassion and mercy towards yourself, because if you're in anxiety, you're a person who is suffering right now, and that deserves a show of mercy. "
b3072cd11f40eb57fd259555264476c6,04:28,"The second thing that I would say about anxiety is this, that here's what I think is the central paradox of the human emotional landscape that I'm finding particularly fascinating right this moment, and it's really come to light for me. So there are these two aspects of humanity that don't match -- hence the word paradox -- but they really define us. And the first is that there is no species on earth more anxious than humans. It's a hallmark of our species, because we have the ability slash curse to imagine a future. And also, once you've lived on earth for a little while, you have the experience to recognize this terrifying piece of information, which is that literally anything can happen at literally any moment to literally any person. And because we have these vast, rich, colorful imaginations, we can see all sorts of terrifying movies in our heads about all of the possibilities and all of the scariest things that could occur. And actually, one of the scariest things that could occur is occurring. It's something that people have imagined in fiction and imagined in science, and it's actually happening right now, so that's quite terrifying. The paradox is that, in that level, we're very bad, emotionally, at fear and anxiety, because we stir ourselves up to a very heated degree because of our imaginations about how horrible it can get, and it get can get very horrible, but we can imagine it even worse. "
b3072cd11f40eb57fd259555264476c6,05:51,"The paradox is that we're also the most capable, resourceful and resilient species that has ever lived on earth. So history has shown that when change comes to humanity -- either on the global level, like it's happening now, or on the personal level -- we're really good at it. We're really good at adaptation. And I think that if we can remember that, it can help to actually mitigate the fear. And you can remember it in a historical perspective, by looking at what humanity has gone through, and what we have not only survived but figured out how to thrive through. And you can also look at it at a personal level, where you can make an inventory of what you yourself have survived, and notice, as I often notice, my panic and my anxiety about the imagined future is deadly on my nervous system, but I actually have discovered that when there's an actual emergency in the moment, I tend to be pretty good at it. And I think most of us are like that. You'll see that repeated in history in so many examples. I think about those heartbreaking and devastating phone messages that people were leaving for their loved ones from the towers on September 11th, and you can hear the calm, the calm in peoples' voices. The biggest emergency ever was happening, and in that moment, intuition told them what to do. The important thing to do now is to make this phone call. And I think if you can trust that when the point of emergency actually arrives, you'll be able to meet it, and then when the world changes, you'll be able to adapt to it -- it certainly helps me calm down. "
b3072cd11f40eb57fd259555264476c6,07:24,"CA: I mean, I guess there's a reason why fear is there. It didn't just evolve by accident. It's supposed to direct our behavior and help us avoid danger, and it's just that sometimes, it gets out of control and actually gets in our way and damages us. I mean, any specific advice on how someone could turn their fear into something useful, at this moment? "
b3072cd11f40eb57fd259555264476c6,07:50,"EG: Can I tell you a story that I'm using as a touchstone for myself right now and drawing wonder and inspiration from? So, some of you may have heard of a young woman named Amanda Eller. She was in the news recently, because she got lost in Hawaii in the wilderness for 17 days, and there was a massive, massive hunt for her, because she had left her car, she'd gone for a simple hike, had left her phone in her car, went up into the woods, took a wrong turn, and then had this disastrous 17 days, fell off a cliff, broke her leg, walked for 40 miles on a broken knee, lost her shoes in a flash flood. She had to sleep packed in mud in order to protect herself from the cold and the mosquitoes. She was eating moths. I mean, just a harrowing story of survival. I met her recently, and she was so lit and radiant with this kind of serenity and this kind of wonder and joy, and I said, ""How are you like this? You went through one of the most traumatizing things that a person could go through."" She said, ""First of all, I discovered that I can survive anything,"" going back to this idea of how resourceful and adaptive humans actually are. But the piece of her story that I am using like a life raft right now is that she said, on her second day in the jungle, when she realized that she was truly and very much in trouble -- she'd already spent one night in the woods and she was completely lost and she was totally alone and no one knew where she was, and she was full of terror -- she said she closed her eyes and she prayed or asked or requested, she made a wish to herself, to consciousness, to the universe, and she said, ""Please take my fear away, and when I open my eyes, have it be gone, and have it be gone and have it not come back."" And she opened her eyes, and it was gone, and it was replaced by intuition. And I think intuition is a little bit the opposite of fear, because fear is the terror that you feel about a frightening imagined future. Intuition can only happen when you're in the moment. And so, from that point forward, she did not experience fear for the rest of the time she was in the woods. She just was guided by some deep intuitive sense, located somewhere between her sternum and her navel, and in every moment, she would ask it, ""Right or left?"" ""Up or down?"" ""Eat this? Don't eat this?"" And just trust it. Complete, absolute surrender to the intuition of the moment. And she said it hasn't returned, the fear hasn't returned, and she still guides her life that way. So it's a return to some sense that there's a navigational system within you that will, if you stay present in this actual moment, tell you what to do one moment to the next. Now, if you want to suffer, pop out of the moment and imagine a future, and then you can suffer indefinitely. So it is almost like a spiritual or meditation practice, and anybody out there who's done any spiritual or meditation practices, this is what you were practicing for. You were practicing for this moment, and those of you who haven't tried that, this might be a really [inaudible] to be centered in the instant. "
b3072cd11f40eb57fd259555264476c6,10:57,"CA: Wow, that's a remarkable story, and I guess what I'm hearing is two things. It's one, just the reaching out to the universe there, but specifically, there was a decision to let go of the future and just to focus on the moment. "
b3072cd11f40eb57fd259555264476c6,11:15,"EG: That's it, yeah. Nothing will bring you more pain than the future, and what I'm seeing happening right now -- I said this to you the other day, Chris -- is there's a relatively small percentage of the population who will suffer physically from this disease, and there's a larger percentage who are going to suffer economically from it. But then there's this massive, uncountable number of people who will and are suffering from it emotionally, and right now, those people are my concern, because they're really in pain, and there's millions and millions of them. "
b3072cd11f40eb57fd259555264476c6,11:46,"CA: So you're living there by yourself, Liz, and many others are in that same circumstance right now. I suspect some are feeling, like, crushing loneliness. Talk about that. How do you handle loneliness in a situation like this, when it's so alien to everything that we as a social species are usually about? We crave other people. We crave touch. We crave hugs. We want to be there with people. How can we avoid this being a period of crushing loneliness? "
b3072cd11f40eb57fd259555264476c6,12:20,"EG: I don't think you can avoid it, but I think you can walk toward it. And I think that, for me, I've deliberately, many times in my life, gone off into isolation in order to face those things. I've gone on long meditation retreats. This year, I was in India, and I spent 17 days alone with no contact with anybody, which was a weird practice run for what's happening right now. And as I see people really losing it and feeling like they're crawling out of their skin, either from anxiety, fear, boredom, anger, blame, loneliness, depression, all of these things that come up when you are forced to just be in your own presence. I know all of those feelings because, as a meditator, I've experienced all of those, in stillness. The hardest person in the entire world to be with is yourself, and so the only way that I learned, as a meditator, to be able to survive and endure my own company was with universal human compassion toward me, and to recognize that this is a person who is suffering right now from loneliness, and this person needs kindness from self towards self. And it's a very high teaching, but I think that it's a very interesting moment to practice that. And so what I would suggest to people -- and again, this takes a certain amount of resolve and it takes a certain amount of curiosity about learning more about the human experience -- what I'm seeing people do is people are spinning away from that isolation because they're so terrified of it. What happened with the world right now is that basically all of our pacifiers were yanked out of our mouths. Everything that we ever can do and reach for that can get us out of having to be in the existential crisis of being alone with ourselves was taken away. And I see people rushing to fill it, I mean, constant Zoom meetings and constant parties online and constant interaction, and all of that is lovely, but from a spiritual and psychological standpoint, from a creative standpoint, I would say if you have any curiosity about this, don't be in such a hurry to rush away from an experience that could actually transform your life. I think sometimes the experiences that can transform us the most intimately are the ones that we want to run away from, and I think of a story that the Dalai Lama told about one of his teachers. When the Chinese invaded Tibet, and all the monks were running into India for safety, one of his teachers, who was one of the great masters, the last glimpse that the Dalai Lama had of him was that he was walking into China -- very patiently and very slowly, toward it. Everybody else was running away from it -- he was walking toward it, and I think there's a level at which first responders do that, and in the real world, in an intimate way, they go into the emergency, they go toward the emergency. All the people who are trying to solve this now in worldly ways are walking toward the emergency. But there's a way that you can do it emotionally as well and that is to walk with curiosity and with an open mind toward your most difficult and painful emotions without resistance, and say, ""What is it like for a person to feel like they don't have something to do for an hour?"" "
b3072cd11f40eb57fd259555264476c6,15:33,"And you can open up your compassion in that. There's so many lessons in compassion that can be found here. How about a general universal mercy that we can all feel toward people who are in solitary confinement. Let's have that be part of the conversation. Now you've experienced it for two days in your own house. Maybe it's time to change the prison system? You see how hard this is. Or you can have compassion toward people who have lost a loved one and they're alone. By feeling your own feelings, you can open up your feelings more universally toward the world. So I think there's a great opportunity here for growth on the personal level, but you have to have almost a whimsical curiosity to be the one walking into China rather than the one away from it. And that's how I'm doing it right now. "
b3072cd11f40eb57fd259555264476c6,16:18,"CA: So let's follow up on that word ""curiosity"" that you've used a few times there. I mean, a lot of wisdom that I've heard sort of thrown around online right now is, ""This is a great time to follow your passion and dive deep into whatever it is you've most been wanting to do."" I mean, in ""Big Magic,"" you made an argument that following your passion isn't necessarily the wisest strategy. You argued, no, don't do that, follow curiosity. Does that apply now? Make that case. "
b3072cd11f40eb57fd259555264476c6,16:47,"EG: Yeah, you know, I've been on a personal crusade to rid the world of the world ""passion"" as an instruction for people on how as they should be living, because I know that in my case, it brings me nothing but anxiety. ""Purpose"" is another one that has become a cudgel that we use to bludgeon ourselves into thinking that we're not doing enough or that we're doing life right or that you're supposed to be more useful, more productive, you're supposed to be changing the world, or uncovering some particular talent that only you have and with it, you're supposed to transform everybody and monetize it, no pressure. I start to get hives even repeating that, but that's what we've been taught, that purpose and passion are everything. I would like to replace it with a far gentler word, and I think ""curiosity"" is very gentle, because the stakes are so much lower. The stakes of passion say you have to shave your head and move to India and get rid of all your possessions and start up, like -- It's so intense. But curiosity is a very simple, universal experience that causes you to want to look at something just a tiny bit closer, and you don't have to change your life around it. You just look, and it might be taking a weekend to try something new for a little while. It's almost so easily missed, and I think so many times, we're looking way up at the sky for the sign from God of what our passion and what our purpose is supposed to be, and meanwhile, there's this lovely little trail of breadcrumbs of curiosity that if you can slow down -- and again, this is about not rushing out of the experience of being silent, still and alone -- if you can slow down, you might be able to see them. But if I could say one thing I'm noticing is an obstacle right now -- because I think a lot of people thought, ""Isolation, great, this is the perfect time for me to learn Italian and take that calligraphy class and start writing that novel,"" and they find that they're actually in a paralysis of anxiety and they're not creating anything or doing anything. First of all, again, like, a blanket of mercy on you. These are hard times, and it might take you a minute in your nervous system and your mind to adjust to the new reality. But the second thing I would say is that when people are saying they're having trouble with their creativity because they're in isolation, I might daringly suggest that perhaps you're not in enough isolation. And by that I mean, are you monitoring how much external stimulus you're bringing of this disaster into your home? So if you're sitting watching the news all day, what you're doing is you're bringing the disaster into your work space. You're bringing it into your soul. You're bringing it into your mind. And you're going to create the opposite of a creative environment, an environment of fear, panic and urgency. So I think if you're going to be a good steward of your creativity right now, you have to isolate a little bit from the news. And that doesn't mean disconnecting, it means I get up every morning and after I've meditated, I read the New York Times and I give myself 40 minutes with it, and then that's it for the day, because I know that if I bring in any more, I'm going to go into a traumatized state and then I won't be able to follow my intuition, I won't be able to help people, because I myself will be suffering, and I won't be able to be present for this very interesting moment in my life and in history, and I want to remain present for it as much as I can. So there's a discipline of being a good steward of your senses and deciding what you're going to put your senses in front of. "
b3072cd11f40eb57fd259555264476c6,20:13,CA: Helen. 
b3072cd11f40eb57fd259555264476c6,20:16,"HW: Liz, there's an outpouring on Facebook of gratitude for you. People are so grateful, and grateful for the calm that you are instilling in us all, so thank you, from them and from me. We've also had a number of questions about grief. We're kind of dealing with grief at a different scale at the moment. One person has already lost five people to coronavirus. And so any thoughts of how to manage grief at this scale or how to process this in a way that honors both them and yourself? "
b3072cd11f40eb57fd259555264476c6,20:51,"EG: First of all, my condolences. And I think any words that I would say about somebody who just lost five family members could only be inadequate. Grief is bigger than us. It's bigger than your efforts to manage it, and if you want to hold yourself and your family members compassionately through grief, you have to allow that it cannot be managed. And I think that grief management is something that we've kind of created in our very Western idea that if we can figure out something, we can avoid suffering from it, so if we can figure out how to translate grief and if we can figure out how to walk through grief, then we won't have to experience the magnitude of it. Many of you know that I lost the love of my life two years ago from pancreatic and liver cancer, and I was with her when she died, and I've been walking through my own path of grief, so I know what it feels like to lose the person in the world who is the most important to you, which is of course the biggest fear that we all have. I know that you can survive it, but I know that you survive it by allowing yourself to feel it. And again, to go back to the metaphor of the monk walking directly into China, into conflict rather than away from it, do you have the courage to let it break over you like waves? I wish I could remember her name. There's this extraordinary woman who wrote a book called ""Here If I Need You,"" and she's a chaplain for the police department in Maine, and she's in charge of knocking on people's doors and giving them the worst news they're ever going to hear in their life, when she goes with the police when something happens. And she told a story once that I found very moving and very helpful for me in my grief. She said what she'd witnessed through years and years of sitting with people through what is literally the worst moment of their life, the nightmare of that loss, is that when she knocks on that door and tells that person, your daughter, your family member, your husband, your mother has been killed, there's this universal collapse where the person will just be -- it is the tidal wave that comes and just takes you down and you lose all civilization, you lose all your attainments, all your wisdom. Nothing can stand up to that. You literally go to the floor. And you sob and you grieve, and she holds them through that. And then she said that what she's learned is the most astonishing thing, that that never lasts more than a half an hour, that first wave. It can't. You actually physiologically can't sustain that, and if you let it break over you and you just allow it, then within a half an hour, usually sooner -- and she said this has happened every single time she's been with somebody with a loved one's death -- the very next thing that happens is that that person calms down, they catch a breath, and the next question they ask is a very reasonable question. ""Where is the body? What do we do next? When can we have the funeral? Who else was in the car?"" And with that question, she says, they start to rebuild their new life already with this new piece of information that even an hour ago would have seemed unsurvivable. And she uses that as an example of, once again, the tremendous psychological resilience of a human being. And it doesn't mean that they will never grieve again. It doesn't mean that their grieving journey is over. It just means that, somewhere in their mind, that it's landed, and now, already, they're making a plan about, ""OK, who do we need to notify, what's the next thing we need to do."" "
b3072cd11f40eb57fd259555264476c6,24:29,"And again, if you can remember this as you go through your panic, if you can remember that in the moment of emergency, there will be an intuitive, deep sense that will tell you there's going to be some next steps and it's time for us to take those next steps, and if you can also remember that resilience is our shared genetic and psychological inheritance -- we are, each and every one of us, no matter how anxious you feel you are, no matter how ridden by fear you feel you are, every single one of us is the genetic survivor of hundreds of thousands of years of survivors. Each one of us came from a line of people who made the next correct intuitive move, survived incredibly difficult things, and were able to pass their genes on. So almost to the biological level, you can relax into a trust that when the moment comes where you will be faced with the biggest challenge, you will be able to draw on a deep reservoir of shared human consciousness that will say, ""Now it's time to make the next move, and we can do this."" "
b3072cd11f40eb57fd259555264476c6,25:32,HW: So beautiful. So many more questions. I will be back. 
b3072cd11f40eb57fd259555264476c6,25:36,"EG: Thanks, Helen. CA: Thank you, Liz. I think the author's name was Kate Braestrup. "
b3072cd11f40eb57fd259555264476c6,25:41,EG: That's it. 
b3072cd11f40eb57fd259555264476c6,25:42,"CA: I guess that's a book, if you need a book right now, ""Here If You Need Me"" by Kate Braestrup. "
b3072cd11f40eb57fd259555264476c6,25:47,"EG: Very good, yeah. "
b3072cd11f40eb57fd259555264476c6,25:48,"CA: Liz, you and I got to have a conversation a few months after Rayya passed away. It was actually the first-ever episode of the TED Interview podcast we did. And I found that it was probably my favorite episode ever of the TED Interview. And it was so moving how you spoke about your grief then. And I feel like that's a potential resource to people. I know we were both sitting there shedding tears, and I found that an extraordinary experience personally, to be sure. But somehow ... in this moment, if you follow this journey of curiosity, if you walk towards some of the harder moments, do you think that this actually can be a creative time for people if they're willing to do that? "
b3072cd11f40eb57fd259555264476c6,26:46,"EG: Absolutely, and I don't think creativity in this case has to necessarily mean that you write the Great American Novel or start that business you always intended to start. It doesn't need to be so literal. We're going to be creating new worlds and new lives on the other side of this, and we're going to be doing that individually and we're going to be doing that collectively. I think of the shoots of small trees that can only come up after massive forest fires, where seed pods have to explode under great heat. We're in a kind of crucible moment right now, and I wouldn't begin to have the hubris to predict what sort of creativity will come, but look, if history is any measure, what we'll probably see is people at their best and people at their worst. But I think we'll see more of people at their best, because that's typically how it works. "
b3072cd11f40eb57fd259555264476c6,27:44,"CA: I mean, your model of how creativity happens is that it doesn't all come from within. It's not like you have to sit there, saying, ""OK, this is my moment to be creative. Come on. Be creative. Be creative."" It involves, fundamentally, an openness to something coming to you, to be open, to be curious, listening, but then just to be open to that moment. Perhaps that could apply even more now than ever, just because we have this huge distraction of the news, some other distractions are taken away. Is there a chance that if people listened, they actually can receive more at this moment? "
b3072cd11f40eb57fd259555264476c6,28:28,"EG: I think so, and I think, again, if you stop thinking about your self-isolation and your social distancing as quarantine and you start thinking of it as a retreat, you'll find that you can't really tell the difference between quarantine and retreat. You know, a lot of you out there have dreamed, I've heard you, because I talked about going to India to an ashram for four months and God, I can't tell you how many people I've heard say, ""I wish I could do that."" I'm like, ""Well, you got it."" And by the way, this is what it felt like. This is what it felt like to learn how to be present with yourself. I think my screen needs to move a bit. To learn how to be present with yourself means sitting in a lot of terror, sitting in a lot of anxiety, sitting in a lot of fear, sitting in a lot of shame, and being able to allow that without having to resist it, without having to reach outside yourself for something to numb yourself with. "
b3072cd11f40eb57fd259555264476c6,29:29,"I also want to tell a story that a friend of mine, Martha Beck, told me about when she goes to South Africa and teaches animal-tracking courses. And she works with all these great African animal trackers, and these old men who have had these skills passed down for generations. And she was using it as an example of the difference between focus and openness. So I think sometimes the mistake people make when they want to be creative is they think they have to get really focused, and focus is an anxiety-producing energy as well. You've got to drill down and you feel your whole body tense. But what she described witnessing in these animal trackers is when they go out to hunt the lions, these old, old men, the very first thing they do is they sit down against a tree and they appear to go to sleep. They drop into a state that she calls and that the mystics call ""wordless oneness."" And wordless oneness, you can also call meditation. You can also call it the zone. But it's a stillness where you actually can drop your nervous system into such a quiet place that you have 360-degree awareness of your senses and of presence. And they'll sit like that, apparently doing nothing, for an extremely long time, just looking through half-lidded eyes at the world. And then, maybe an hour, two hours in, all of the sudden, they'll say, ""The lion's over there."" And so for me, I've learned to hold my creative wishes lightly in that same way. I'm between books right now and I don't have an idea for a book and in the past, that would have made me really anxious, but now I know -- take a lot of naps, go for a lot of walks, do a lot of drawings. I'm doing weird little art projects as I'm sitting here, to distract my mind. "
b3072cd11f40eb57fd259555264476c6,31:20,"CA: Wait, wait. Bring that back. Hold that up. "
b3072cd11f40eb57fd259555264476c6,31:23,EG: Owls. (Laughs) 
b3072cd11f40eb57fd259555264476c6,31:25,CA: Aww. EG: Aren't they dear? 
b3072cd11f40eb57fd259555264476c6,31:28,CA: They're beautiful. Goodness me. 
b3072cd11f40eb57fd259555264476c6,31:30,"EG: Well, I'm just playing with color and texture because it calms me, and I think if you can't think of what to do right now, I would suggest doing what you used to do when you were 10 years old that made you feel happy and relaxed, and that's often creativity and play. And for many of us who were anxious children -- and I was an anxious child -- we learned at an early age that we could sedate ourselves with our curiosity and with our play, and then, usually around adolescence, the world taught us that there were faster and more immediate ways to bump out of that anxiety through sex or substances or distraction or workaholism or whatever we did and not have to sit with ourselves. And I think right now is a really good opportunity -- You actually were on the right track when you were 10, whatever it was. So, you know, get some LEGOs. Get some LEGOs, get some coloring books, just get your hands in the mud, do whatever it is that will actually ground you into this, again, to take you out of the futurizing and the future-tripping that's going to cause you nothing but anxiety and not going to make you be of service. "
